nummer,naam,"ligging type 1","ligging nummer 1","ligging omschrijving 1","ligging hectometrering 1","ligging type 2","ligging nummer 2","ligging omschrijving 2","ligging hectometrering 2","ligging type 3","ligging nummer 3","ligging omschrijving 3","ligging hectometrering 3",thema,subthema,"eigenaar organisatie","eigenaar contactpersoon","eigenaar telefoon 1","eigenaar telefoon 2","in gedeeld beheer met organisatie","in gedeeld beheer met contactpersoon","in gedeeld beheer met telefoon 1","in gedeeld beheer met telefoon 2","beheerder organisatie","beheerder contactpersoon","beheerder telefoon 1","beheerder telefoon 2","beheerder email","geinspecteerd door",plaats,gebied,"dichtstbijzijnde hoogte markering",topcode,"gps coordinaten","rds coordinaten",opmerking,conditiescore,"laatste inspectiejaar","komende inspectiejaar","benodigd materieel","toelichting opmerkingveld","bgt nummer","bgt classificatie","imgeo classificatie","nen2767 beheerobject","Object Conditie","crow nummer","crow naam","crow info",verhardingssoort,"verhardings functie",verkeersfunctie,"wegcategorie lvvp","totale breedte","totale lengte","aantal rijbanen",peiljaar,"dichtstbijzijnde hoogtemerk",status,"volgende groot onderhoud in",id,breedte2,Wegvak,Wegnummer,Bebouwde_kom,Metrering,"Jaar conservering","Jaar deklaag","Jaar herstrating",Situering,Constructie,"Jaar aanleg",Onderhoudsproject,Wegvaknum,Lengte_Oppervlakte,objectBeginTijd,objectEindTijd,lokaalID,tijdstipRegistratie,eindRegistratie,LV-publicatiedatum,bronhouder,inOnderzoek,relatieveHoogteligging,bgt-status,plus-status,bgt-functie,bgt-fysiekVoorkomen,plus-functie,wegdeelOpTalud,ondersteunendWegdeelOpTalud,onbegroeidTerreindeelOpTalud,plus-fysiekVoorkomen,begroeidTerreindeelOpTalud,bgt-type,plus-type,identificatieBAG,nummeraanduidingreeks,typeOverbruggingsdeel,hoortBijTypeOverbrugging,overbruggingIsBeweegbaar,identificatieBAG_OPR,openbareRuimteNaam,openbareRuimteType,nauwkeurigheid,datumInwinning,inwinnendeInstantie,inwinningsmethode,bgt-classification,hectometeraanduiding,wijk,buurtcode,naamEnIdOpenbareRuimte,stadsdeel,wijkcode,creationDate,terminationDate,namespace,Objecttypegroep_IMBOR,Objecttype_IMBOR,Type_IMBOR,Typeplus_IMBOR,Typeplus2_IMBOR,Wegfunctiegroep_IMBOR,Wegfunctie_IMBOR,"Soort conservering","Type onderdeel",Gebruikersfunctie,Ondergrond2,Belang,Besteknummer,"Administratieve breedte","Soort verharding_N","Soort deklaag specifiek",Risicogetal,Actie,"Inspectie Rafeling","Inspectie Scheurvorming","Berekende lengte/oppervlakte"
VV-N351-4720,rijstrook-71,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.197827583619 52.96219965783,6.197795801775 52.962224910273,6.197716672647 52.962188359176,6.197549940369 52.962111737614,6.197390250963 52.96203845603,6.1972273956 52.96196376682,6.197057688168 52.961885529173,6.196871232369 52.961800583917,6.196855595455 52.961794453146,6.196761930228 52.961750855536,6.196745823723 52.961742678976,6.196598020647 52.96167538179,6.196629834052 52.96165021033,6.197827583619 52.96219965783))","POLYGON((209467.189 553103.613,209465.022 553106.399,209459.751 553102.272,209448.644 553093.62,209438.006 553085.345,209427.157 553076.911,209415.852 553068.077,209403.43 553058.484,209402.387 553057.79,209396.148 553052.868,209395.076 553051.946,209385.229 553044.346,209387.398 553041.569,209467.189 553103.613))",,,2022,,,,P0021.6e6cf550abce4615b05697ddd4a31b85,,,,,,,,,,,,3.5,,1x2,,,,,ede5fbfbb9171a4af2c9e7de191e09c7,,71,N351,"buiten bebouwde kom","7,1",,2020,,rechts,,1964,N351-HRB-05.3-07.6,71,353.9,,,,20200907123045,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,19-43-WN,3.5,SMA,"SMA-NL 8A",14,,A+,A+,353.9
VV-N351-4705,rijstrook-63,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.206604880952 52.967048663794,6.206569035827 52.967070684253,6.205418396652 52.966375085143,6.205452289265 52.966353716448,6.205581484185 52.966431977071,6.205757200262 52.966537498895,6.205933352994 52.966644032961,6.206097111078 52.96674283333,6.206160476683 52.966780116011,6.206324383258 52.966879633983,6.206492157742 52.966980581047,6.206604880952 52.967048663794))","POLYGON((210050.808 553649.854,210048.372 553652.277,209971.947 553573.996,209974.251 553571.644,209982.832 553580.451,209994.504 553592.327,210006.204 553604.316,210017.081 553615.435,210021.291 553619.632,210032.177 553630.831,210043.321 553642.192,210050.808 553649.854))",,,2023,,,,P0021.fabfa6d4967a46daba8a19833365987a,,,,,,,,,,,,3.5,,1x2,,,,,f3cb17fe71c58efd174715d28d2084c3,,63,N351,"buiten bebouwde kom","6,3",,2020,,links,,1964,N351-HRB-05.3-07.6,63,367.66,,,,20200907123045,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,19-43-WN,3.5,SMA,"SMA-NL 8A",14,,A+,A+,367.66
VV-N351-4728,rijstrook-75,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.193081483043 52.960021641379,6.193050023073 52.960046656746,6.19293760346 52.959995265406,6.192308996818 52.959705900127,6.192291659817 52.959697893021,6.192229799366 52.959669983927,6.192219303507 52.959667358653,6.19214683664 52.959634057097,6.19214291272 52.959630300153,6.192125481289 52.959621206274,6.191985581854 52.959557220156,6.191870058797 52.959504455791,6.191901856159 52.959479159873,6.193081483043 52.960021641379))","POLYGON((209151.005 552857.679,209148.86 552860.439,209141.37 552854.636,209099.491 552821.965,209098.336 552821.061,209094.214 552817.909,209093.512 552817.609,209088.684 552813.849,209088.425 552813.428,209087.265 552812.403,209077.944 552805.178,209070.247 552799.22,209072.415 552796.429,209151.005 552857.679))",,,2022,,,,P0021.1c2ef67c6cf247bdaae0fd71e0fa5949,,,,,,,,,,,,3.5,,1x2,,,,,fcc7bd8c4ee6597309e0eabd0c5b1c2a,,75,N351,"buiten bebouwde kom","7,5",,2020,,rechts,,2004,N351-HRB-05.3-07.6,75,351.11,,,,20200907123045,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,19-43-WN,3.5,SMA,"SMA-NL 8A",14,,A+,A+,351.11
VV-N351-5027,rijstrook-149,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.105448866719 52.919817476782,6.105511314334 52.919849965369,6.105796742375 52.919994155478,6.105764073622 52.920018373484,6.104613075023 52.919437701333,6.104645978159 52.919413257564,6.104652320078 52.919416454658,6.104822088855 52.919501490784,6.105448866719 52.919817476782))","POLYGON((203307.166 548321.701,203311.33 548325.358,203330.367 548341.594,203328.143 548344.267,203251.374 548278.882,203253.614 548276.184,203254.037 548276.544,203265.361 548286.12,203307.166 548321.701))",,,2023,,,,P0021.c10a70e70fae483ea9fa047d170f120c,,,,,,,,,,,,3.5,,1x2,,,,,04393e00aaf0f121fb3a33a61bdae5a8,,149,N351,"buiten bebouwde kom","14,9",,2005,,links,,1959,N351-HRB-12.5-14.9,149,357.02,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-07,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,357.02
VV-N351-5014,rijstrook-144,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.111425915347 52.922879087237,6.111392082993 52.922903915932,6.111366802171 52.922891227308,6.111277349079 52.922844796469,6.111275339899 52.922843793159,6.111189814752 52.922801076891,6.111189304912 52.922800819369,6.111088125698 52.92275024474,6.111076762506 52.922744696961,6.110771341909 52.922591420264,6.110735664913 52.922573186823,6.11032770162 52.922366664216,6.110304385801 52.922354969974,6.110292359088 52.922348850991,6.110325687474 52.922324106537,6.111425915347 52.922879087237))","POLYGON((203705.74 548666.402,203703.437 548669.142,203701.751 548667.713,203695.787 548662.486,203695.653 548662.373,203689.949 548657.562,203689.915 548657.533,203683.167 548651.837,203682.409 548651.212,203662.04 548633.95,203659.661 548631.897,203632.455 548608.641,203630.9 548607.324,203630.098 548606.635,203632.367 548603.904,203705.74 548666.402))",,,2022,,,,P0021.ccbcf353275c46f88aee60f1a5d3dad1,,,,,,,,,,,,3.5,,1x2,,,,,053eccb64b1d598171d924b7c37af318,,144,N351,"buiten bebouwde kom","14,4",,2005,,rechts,,1959,N351-HRB-12.5-14.9,144,344.02,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,344.02
VV-N351-5008,rijstrook-141,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.114904602695 52.924554881205,6.114872264967 52.924579234461,6.1137294924 52.92402135402,6.113762725205 52.923996267704,6.11380569363 52.924017340595,6.114904602695 52.924554881205))","POLYGON((203937.806 548855.231,203935.604 548857.919,203859.379 548795.066,203861.642 548792.297,203864.508 548794.671,203937.806 548855.231))",,,2023,,,,P0021.92b089f758ca4e53b5b86f20c21adce3,,,,,,,,,,,,3.5,,1x2,,,,,0695a7d481927c9e73c88b266cb9869b,,141,N351,"buiten bebouwde kom","14,1",,2005,,links,,1959,N351-HRB-12.5-14.9,141,348.08,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,348.08
VV-N351-5072,rijstrook-167,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.083249226766 52.91099991172,6.083381202814 52.911052091646,6.083514204321 52.91110330387,6.083486604465 52.911129723934,6.083036996029 52.910953555541,6.082991006594 52.910932390372,6.082953614858 52.91091622559,6.082824414329 52.910860919629,6.082603798916 52.910763162798,6.08257355587 52.910749679218,6.082605316311 52.910724996515,6.082731909292 52.910781827668,6.0828596178 52.910837744531,6.082988411958 52.910892738289,6.08311829162 52.910946799953,6.083249226766 52.91099991172))","POLYGON((201823.566 547325.887,201832.388 547331.779,201841.28 547337.564,201839.395 547340.486,201809.339 547320.591,201806.268 547318.206,201803.77 547316.383,201795.138 547310.145,201780.402 547299.124,201778.382 547297.604,201780.545 547294.878,201789 547301.284,201797.531 547307.589,201806.136 547313.792,201814.815 547319.892,201823.566 547325.887))",,,2022,,,,P0021.18180b49d7d6467ab2e5caf7c4747bbc,,,,,,,,,,,,3.5,,1x2,,,,,0a154c07d6c6a3b1262e148609fc0247,,167,N351,"buiten bebouwde kom","16,7",,2005,,rechts,,1961,N351-HRB-14.9-19.2,167,259.06,,,,20200430064505,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,259.06
VV-N351-4990,rijstrook-134,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.122958663508 52.928536505916,6.122926154062 52.928561167936,6.121790272376 52.928006278519,6.121781965175 52.928002213728,6.121815099991 52.927977584116,6.122958663508 52.928536505916))","POLYGON((204474.914 549303.782,204472.7 549306.504,204396.949 549243.98,204396.395 549243.522,204398.651 549240.804,204474.914 549303.782))",,,2022,,,,P0021.db4308646eaa405191f831af59865751,,,,,,,,,,,,3.5,,1x2,,,,,121205ea89ef9dfd2dcd9772ba5d5468,,134,N351,"buiten bebouwde kom","13,4",,2005,,rechts,,1959,N351-HRB-12.5-14.9,134,348.28,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,348.28
VV-N351-4979,rijstrook-129,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.128332277669 52.931093683145,6.128817946073 52.931322479058,6.12878578633 52.931347517927,6.12761580304 52.930797874097,6.127647584112 52.930772415515,6.127680709837 52.930787604273,6.128332277669 52.931093683145))","POLYGON((204833.327 549592.032,204865.721 549617.827,204863.53 549620.591,204785.49 549558.621,204787.656 549555.81,204789.866 549557.523,204833.327 549592.032))",,,2023,,,,P0021.3294c47659514bbfaf4281bd987f2bbd,,,,,,,,,,,,3.5,,1x2,,,,,1408f698f2fdf94d6b0611d8e5002279,,129,N351,"buiten bebouwde kom","12,9",,2005,,links,,1959,N351-HRB-12.5-14.9,129,355.89,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,355.89
VV-N351-5066,rijstrook-169,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.081231577732 52.910017777268,6.08129855237 52.910053729999,6.081284116808 52.910063914964,6.081306230903 52.91007572968,6.081310283583 52.910077251825,6.081314917662 52.910077943814,6.081319671505 52.910077754411,6.081324099055 52.910076677225,6.081327771262 52.910074840562,6.081332283553 52.910071615066,6.081942940123 52.910406438159,6.08225994224 52.910564115391,6.082312272511 52.910588640884,6.082280114112 52.910613541507,6.082183009433 52.910567555873,6.082063191862 52.910509507447,6.081249322457 52.910090394321,6.081217453702 52.910073711605,6.081173815552 52.910050725746,6.081141602272 52.910033874266,6.08077048321 52.909836859274,6.080764135281 52.909834020418,6.080745894012 52.90982362097,6.08060622782 52.909750121471,6.080530102669 52.909710761628,6.080259759629 52.909567133699,6.08015340274 52.90951111708,6.080033126709 52.909447245914,6.080071457964 52.909420692458,6.080331189129 52.909548619792,6.080329181666 52.909549512143,6.080327952537 52.909550741468,6.080327267903 52.909553495368,6.080327867411 52.90955567565,6.08033105303 52.909558766545,6.080342993975 52.909565589994,6.08036580287 52.909577194157,6.080422891455 52.909607570134,6.08042895365 52.909609269359,6.080431902078 52.909609593731,6.080434545379 52.909609425606,6.080438218284 52.909608568515,6.08116132846 52.909982481591,6.08115897284 52.90998391518,6.081156779294 52.909987127191,6.081156760146 52.909990596161,6.081159193664 52.909994059859,6.081167029452 52.909999783756,6.08118325628 52.910009691597,6.081217173895 52.910028087854,6.081231577732 52.910017777268))","POLYGON((201688.89 547215.292,201693.357 547219.336,201692.375 547220.46,201693.85 547221.789,201694.121 547221.961,201694.432 547222.041,201694.752 547222.023,201695.051 547221.906,201695.3 547221.704,201695.607 547221.348,201736.328 547259.001,201757.484 547276.752,201760.978 547279.515,201758.788 547282.265,201752.305 547277.085,201744.307 547270.548,201690.006 547223.384,201687.88 547221.507,201684.969 547218.921,201682.82 547217.025,201658.065 547194.862,201657.641 547194.542,201656.425 547193.373,201647.108 547185.104,201642.029 547180.675,201623.996 547164.518,201616.901 547158.216,201608.878 547151.031,201611.485 547148.101,201628.821 547162.504,201628.685 547162.602,201628.601 547162.738,201628.552 547163.044,201628.59 547163.287,201628.801 547163.633,201629.597 547164.4,201631.119 547165.706,201634.927 547169.123,201635.333 547169.316,201635.531 547169.354,201635.709 547169.337,201635.957 547169.244,201684.202 547211.319,201684.042 547211.477,201683.891 547211.833,201683.886 547212.219,201684.046 547212.606,201684.567 547213.248,201685.648 547214.361,201687.91 547216.43,201688.89 547215.292))",,,2022,,,,P0021.2f8d5604258e4fb68a6b60eb56fc5526,,,,,,,,,,,,3.5,,1x2,,,,,14f1b49125279b598384c428528a014f,,169,N351,"buiten bebouwde kom","16,9",,2005,,rechts,,1961,N351-HRB-14.9-19.2,169,866.75,,,,20200430064505,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,866.75
VV-N351-4973,rijstrook-184,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.066167386714 52.900114976844,6.066127509333 52.900135783216,6.06517068682 52.899450370091,6.06516559253 52.899446750431,6.065206571073 52.89942604596,6.066167386714 52.900114976844))","POLYGON((200685.867 546103.71,200683.162 546106,200619.497 546029.125,200619.158 546028.719,200621.937 546026.441,200685.867 546103.71))",,,2022,,,,P0021.e1ff2c509a2441baae0a5e050de5a0fc,,,,,,,,,,,,3.5,,1x2,,,,,18e32bd49a2d3dd0485e05269b7a4076,,184,N351,"buiten bebouwde kom","18,4",,2005,,rechts,,1961,N351-HRB-14.9-19.2,184,357.88,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,357.88
VV-N351-4916,rijstrook,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.134345098622 52.933771680546,6.134581420434 52.933865352622,6.134655217414 52.933895445419,6.134687813035 52.933908928094,6.134800126205 52.933954281713,6.134768604901 52.933983505971,6.13379720886 52.933598788699,6.133809045752 52.933588236243,6.133843052148 52.933555590753,6.13400216669 52.933630290527,6.134008471325 52.933631931607,6.13419159264 52.933709275852,6.134345098622 52.933771680546))","POLYGON((205234.535 549894.197,205250.316 549904.785,205255.243 549908.185,205257.419 549909.708,205264.918 549914.833,205262.765 549918.063,205197.897 549874.577,205198.705 549873.411,205201.029 549869.802,205211.641 549878.225,205212.063 549878.412,205224.286 549887.146,205234.535 549894.197))",,,2023,,,,P0021.dbc44f7eb04c4b7d8b6f556b11af507c,,,,,,,,,,,,3.5,,1x2,,,,,18e8be524128a58b90ff3454ec47a72e,,124,N351,"buiten bebouwde kom","12,4",,2011,,links,"2011 AC-Bind         45   False 11-09-WN  Zowel Bind als deklaag zijn hoogsatbiel2011 SMA             35   False 11-09-WN  mengsel hoogsatbiel.",1962,N351-HRB-12.1-12.4,124,339.31,,,,20210927094254,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-19,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,11-09-WN,3.5,SMA,"SMA-NL 11B PmB",14,,A+,A+,339.31
VV-N351-4911,rijstrook-122,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.137245821667 52.934921045196,6.137215723347 52.934949065932,6.136017061451 52.934476978493,6.13604669641 52.934448799203,6.136047475 52.934449099868,6.136205432958 52.934511474264,6.136304942034 52.934550705981,6.136358157138 52.934572191792,6.136439367955 52.93460426797,6.136526890607 52.934637517689,6.136562198903 52.934650398699,6.13658923923 52.934661651076,6.136673473493 52.934695676202,6.13680249241 52.934746998091,6.137073434206 52.934854404241,6.137215153947 52.934909051882,6.137245821667 52.934921045196))","POLYGON((205428.234 550024.117,205426.178 550027.214,205346.134 549973.845,205348.159 549970.73,205348.211 549970.764,205358.759 549977.815,205365.404 549982.25,205368.957 549984.678,205374.38 549988.304,205380.226 549992.065,205382.585 549993.523,205384.39 549994.794,205390.014 549998.639,205398.629 550004.44,205416.721 550016.581,205426.186 550022.761,205428.234 550024.117))",,,2023,,,,P0021.aaa53da79d37433f857a514909d7262c,,,,,,,,,,,,3.5,,1x2,,,,,1dd0937f854e085227a24cf3c33d2a26,,122,N351,"buiten bebouwde kom","12,2",,2011,,links,"2011 AC-Bind         45   False 11-09-WN  Zowel Bind als deklaag zijn hoogsatbiel2011 SMA             35   False 11-09-WN  mengsel hoogsatbiel.",1962,N351-HRB-12.1-12.4,122,354.46,,,,20230227200244,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,11-09-WN,3.5,SMA,"SMA-NL 11B PmB",14,,A+,A+,354.46
VV-N351-4977,rijstrook-128,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.129841952983 52.931804846195,6.129942463978 52.931851212373,6.129981026094 52.931869386204,6.129989407007 52.931873324154,6.129957729686 52.931898728789,6.12878578633 52.931347517927,6.128817946073 52.931322479058,6.128824557794 52.931325592317,6.128947347444 52.931383431743,6.129841952983 52.931804846195))","POLYGON((204934.021 549672.211,204940.726 549677.44,204943.298 549679.489,204943.857 549679.933,204941.698 549682.738,204863.53 549620.591,204865.721 549617.827,204866.162 549618.178,204874.352 549624.699,204934.021 549672.211))",,,2023,,,,P0021.f586b7ff640b43798cc701db8a9a6b93,,,,,,,,,,,,3.5,,1x2,,,,,1e0867b9464e02a32863daefafbcfc1e,,128,N351,"buiten bebouwde kom","12,8",,2005,,links,,1959,N351-HRB-12.5-14.9,128,349.17,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,349.17
VV-N351-4982,rijstrook-130,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.127141684224 52.930535571342,6.127591390481 52.930746657665,6.127647584112 52.930772415515,6.12761580304 52.930797874097,6.12710988351 52.930559879619,6.126742998042 52.930384360079,6.126430927104 52.930232988772,6.126463197266 52.930208291341,6.126479798512 52.930216420355,6.126775004278 52.930359888866,6.126775529169 52.930360146228,6.127058900494 52.93049671368,6.127141684224 52.930535571342))","POLYGON((204753.91 549529.106,204783.907 549552.905,204787.656 549555.81,204785.49 549558.621,204751.744 549531.789,204727.275 549512.005,204706.464 549494.946,204708.662 549492.22,204709.769 549493.136,204729.455 549509.304,204729.49 549509.333,204748.388 549524.725,204753.91 549529.106))",,,2023,,,,P0021.0fa5eb0812ae423b8fb1b3f1d01da323,,,,,,,,,,,,3.5,,1x2,,,,,1fcfd1c43f8dc43ecfee25b3d33400d6,,130,N351,"buiten bebouwde kom",13,,2005,,links,,1959,N351-HRB-12.5-14.9,130,351.14,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,351.14
VV-N351-5001,rijstrook-138,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.118373322833 52.926251664042,6.118340101022 52.926276463988,6.117187141204 52.925712316334,6.117219859803 52.925687645595,6.117233338825 52.925694240283,6.118373322833 52.926251664042))","POLYGON((204169.16 549046.4,204166.898 549049.137,204090.001 548985.576,204092.229 548982.853,204093.128 548983.596,204169.16 549046.4))",,,2023,,,,P0021.a8c9bb646f70461a99b4485e2bd5a751,,,,,,,,,,,,3.5,,1x2,,,,,2349f72a585eda378e4d075699549f75,,138,N351,"buiten bebouwde kom","13,8",,2005,,links,,1959,N351-HRB-12.5-14.9,138,352.64,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-21-W,3.5,SMA,"SMA-NL 8A",14,,A+,A+,352.64
